Date,Open,High,Low,Close,Adj Close,Volume
2021-07-15,128.309998,129.309998,128.250000,129.309998,126.096603,2424200
2021-07-16,129.399994,129.399994,127.360001,127.540001,124.370590,9217300
2021-07-19,126.300003,126.669998,125.129997,125.540001,122.420288,10464900
2021-07-20,125.760002,126.830002,125.129997,125.989998,122.859108,6853400
2021-07-21,126.650002,127.029999,126.029999,126.300003,123.161415,2649300
2021-07-22,126.300003,126.300003,125.400002,125.860001,122.732338,10324500
2021-07-23,125.209999,126.129997,125.180000,125.320000,123.263481,6858300
2021-07-26,125.300003,125.970001,124.900002,125.860001,123.794617,5516600
2021-07-27,125.309998,127.269997,125.220001,126.540001,124.463463,5527100
2021-07-28,126.510002,126.930000,125.919998,126.639999,124.561813,2201000
2021-07-29,126.989998,127.389999,126.820000,127.000000,124.915909,1807600
2021-07-30,126.650002,126.849998,125.419998,126.180000,124.109367,3993300
2021-08-03,125.220001,126.739998,125.209999,126.279999,124.207726,1816600
2021-08-04,125.889999,127.430000,125.849998,127.199997,125.112625,1658300
2021-08-05,127.519997,128.100006,127.349998,127.919998,125.820816,8759600
2021-08-06,128.190002,129.419998,128.190002,129.139999,127.020798,2106300
2021-08-09,128.919998,129.389999,128.720001,129.350006,127.227348,4279900
2021-08-10,129.259995,130.369995,129.179993,130.360001,128.220779,1468400
2021-08-11,130.449997,131.110001,130.229996,130.960007,128.810928,4018100
2021-08-12,131.000000,131.350006,130.330002,131.080002,128.928955,2411200
2021-08-13,131.240005,131.589996,130.649994,131.059998,128.909286,965600
2021-08-16,130.729996,131.259995,130.199997,131.179993,129.027313,2467500
2021-08-17,130.899994,131.110001,130.059998,130.750000,128.604370,2567300
2021-08-18,130.639999,131.130005,130.289993,130.660004,128.515854,1624400
2021-08-19,130.220001,130.619995,129.610001,130.350006,128.210953,2488700
2021-08-20,130.339996,131.869995,129.949997,131.720001,129.558456,2055800
2021-08-23,132.000000,132.350006,131.589996,131.740005,129.578140,2198000
2021-08-24,131.619995,132.199997,131.100006,132.050003,129.883041,2648400
2021-08-25,132.270004,134.229996,132.270004,133.149994,130.964981,3074700
2021-08-26,133.229996,133.889999,132.330002,132.570007,130.394516,1756700
2021-08-27,132.660004,132.910004,131.320007,132.279999,130.109268,2630100
2021-08-30,132.259995,132.259995,131.070007,131.070007,128.919128,1911400
2021-08-31,131.250000,131.759995,129.559998,129.600006,127.473251,3297000
2021-09-01,129.500000,130.050003,129.000000,129.490005,127.365067,1947000
2021-09-02,129.750000,129.929993,129.380005,129.649994,127.522423,1291400
2021-09-03,129.750000,129.830002,129.059998,129.479996,127.355209,1150600
2021-09-07,129.699997,130.710007,129.300003,129.949997,127.817497,1522600
2021-09-08,130.000000,130.580002,129.259995,129.440002,127.315872,1349400
2021-09-09,129.330002,130.429993,129.080002,129.839996,127.709297,1292900
2021-09-10,130.169998,130.190002,129.389999,129.630005,127.502762,1433600
2021-09-13,130.070007,130.770004,129.009995,129.160004,127.040474,2253800
2021-09-14,129.169998,129.779999,128.339996,128.429993,126.322441,2005800
2021-09-15,128.550003,129.860001,128.169998,129.559998,127.433899,1937700
2021-09-16,130.000000,130.270004,129.039993,129.570007,127.443748,1636400
2021-09-17,128.869995,129.509995,127.589996,127.660004,125.565086,7761000
2021-09-20,126.500000,126.500000,124.379997,125.730003,123.666756,3026000
2021-09-21,126.400002,126.739998,125.269997,125.330002,123.273323,1691800
2021-09-22,126.139999,126.949997,125.900002,126.410004,124.335602,1649400
2021-09-23,126.769997,128.149994,126.629997,128.149994,126.047035,1748300
2021-09-24,128.000000,128.449997,127.599998,127.900002,125.801147,3298100
2021-09-27,128.199997,128.520004,127.870003,127.959999,125.860161,2544400
2021-09-28,127.919998,127.919998,126.040001,126.570000,124.492966,2426100
2021-09-29,126.900002,127.480003,126.589996,126.709999,124.630676,1784700
2021-09-30,127.000000,127.550003,125.639999,126.029999,123.961830,2712600
2021-10-01,126.190002,126.730003,124.879997,126.110001,124.040520,4045100
2021-10-04,125.860001,127.449997,125.580002,126.199997,124.129036,1728900
2021-10-05,126.599998,127.610001,126.330002,127.250000,125.161812,3106000
2021-10-06,126.750000,127.419998,126.260002,127.320000,125.230659,3258100
2021-10-07,128.000000,128.449997,127.800003,127.879997,125.781471,2170000
2021-10-08,127.800003,128.779999,127.379997,128.410004,126.302780,1404300
2021-10-12,128.410004,128.669998,127.680000,128.300003,126.194580,5842200
2021-10-13,128.419998,128.679993,127.339996,128.669998,126.558510,6621100
2021-10-14,129.000000,129.869995,128.850006,129.869995,127.738808,8363100
2021-10-15,130.160004,130.820007,130.100006,130.660004,128.515854,2225400
2021-10-18,130.339996,131.539993,130.070007,131.279999,129.125671,10998800
2021-10-19,131.550003,132.100006,131.259995,131.559998,129.401077,3930900
2021-10-20,131.509995,132.289993,131.389999,132.139999,129.971573,12132500
2021-10-21,131.979996,132.690002,131.979996,132.369995,130.197784,1409700
2021-10-22,132.600006,133.300003,132.210007,133.229996,131.043686,2673700
2021-10-25,132.479996,132.770004,131.259995,132.449997,131.341171,7945000
2021-10-26,132.589996,133.250000,132.399994,132.699997,131.589066,11491100
2021-10-27,132.490005,132.619995,130.970001,130.990005,129.893402,3795300
2021-10-28,131.250000,131.750000,130.990005,131.130005,130.032227,1668600
2021-10-29,131.000000,131.020004,128.600006,128.820007,127.741562,4867800
2021-11-01,129.449997,129.710007,128.759995,129.300003,128.217545,1956000
2021-11-02,129.000000,131.149994,128.610001,130.690002,129.595901,5414200
2021-11-03,130.759995,132.529999,130.759995,132.169998,131.063507,2443500
2021-11-04,132.550003,132.589996,131.660004,132.509995,131.400665,5728100
2021-11-05,132.880005,133.309998,132.029999,132.070007,130.964355,2915200
2021-11-08,132.750000,133.070007,131.589996,132.000000,130.894928,5270500
2021-11-09,131.800003,132.300003,131.419998,132.229996,131.123001,3420700
2021-11-10,132.270004,132.809998,132.160004,132.389999,131.281662,2139200
2021-11-11,132.789993,133.490005,132.559998,133.220001,132.104721,2117900
2021-11-12,133.470001,133.500000,132.460007,133.220001,132.104721,2711800
2021-11-15,133.470001,133.679993,132.240005,132.449997,131.341171,2723500
2021-11-16,132.750000,133.059998,131.889999,132.649994,131.539490,2085200
2021-11-17,132.850006,133.000000,131.710007,132.160004,131.053604,3055400
2021-11-18,132.419998,132.419998,131.419998,131.789993,130.686691,1901000
2021-11-19,131.100006,132.059998,130.389999,131.960007,130.855270,2757000
2021-11-22,132.199997,132.630005,131.330002,131.630005,130.528030,3220000
2021-11-23,131.000000,132.130005,130.639999,131.669998,130.567688,4005200
2021-11-24,131.479996,132.589996,131.160004,132.110001,131.004013,3294600
2021-11-25,132.490005,132.990005,132.110001,132.750000,131.638657,848700
2021-11-26,131.000000,131.000000,129.649994,130.699997,129.605820,4572800
2021-11-29,131.500000,131.559998,129.660004,129.729996,128.643936,2570000
2021-11-30,129.000000,129.169998,126.169998,126.300003,125.242653,6322700
2021-12-01,127.900002,128.139999,125.639999,125.739998,124.687340,3430700
2021-12-02,126.910004,129.139999,126.160004,128.139999,127.067245,4880800
2021-12-03,128.490005,128.919998,127.949997,128.639999,127.563065,2465800
2021-12-06,128.649994,129.649994,128.649994,129.059998,127.979546,2192600
2021-12-07,129.570007,130.860001,129.570007,130.320007,129.229004,2130800
2021-12-08,130.199997,130.369995,129.429993,129.639999,128.554688,2190300
2021-12-09,129.229996,130.199997,129.000000,129.729996,128.643936,1911600
2021-12-10,130.000000,130.339996,129.649994,130.179993,129.090164,2047400
2021-12-13,129.949997,130.440002,126.239998,128.479996,127.404396,5817900
2021-12-14,127.989998,129.589996,127.870003,128.619995,127.543228,3126600
2021-12-15,128.850006,130.580002,128.809998,130.320007,129.229004,3652800
2021-12-16,130.850006,132.130005,130.729996,131.470001,130.369370,2956200
2021-12-17,130.050003,132.289993,130.050003,130.979996,129.883469,5961000
2021-12-20,129.949997,130.979996,129.539993,129.990005,128.901764,2899800
2021-12-21,130.820007,132.000000,130.520004,131.570007,130.468536,2894100
2021-12-22,131.300003,132.589996,131.279999,132.589996,131.479996,1997800
2021-12-23,132.949997,133.949997,132.830002,133.639999,132.521210,3240000
2021-12-24,133.639999,134.000000,133.600006,133.990005,132.868286,368800
2021-12-29,134.699997,135.339996,134.589996,134.789993,133.661575,2976300
2021-12-30,134.990005,135.240005,134.429993,134.460007,133.334351,1194100
2021-12-31,134.000000,134.839996,133.690002,134.250000,133.126099,1345100
2022-01-04,136.020004,137.190002,135.630005,136.839996,135.694412,3985400
2022-01-05,137.119995,139.100006,137.100006,138.320007,137.162033,4038500
2022-01-06,138.710007,139.899994,138.630005,139.809998,138.639542,3194500
2022-01-07,140.000000,142.070007,140.000000,141.750000,140.563309,2722100
2022-01-10,142.020004,142.669998,141.009995,142.529999,141.336777,4055600
2022-01-11,142.000000,143.869995,141.919998,143.789993,142.586227,3585000
2022-01-12,143.979996,145.070007,143.800003,144.990005,143.776184,4232800
2022-01-13,145.500000,146.139999,145.190002,145.399994,144.182755,7743100
2022-01-14,144.699997,147.300003,144.490005,147.289993,146.056931,7629100
2022-01-17,147.529999,149.600006,147.529999,149.149994,147.901352,1854900
2022-01-18,148.190002,149.520004,147.750000,148.690002,147.445206,10085000
2022-01-19,148.899994,148.899994,145.869995,147.000000,145.769363,6819300
2022-01-20,147.000000,147.539993,144.979996,145.309998,144.093506,5743500
2022-01-21,144.500000,145.250000,143.289993,144.649994,143.439026,9326800
2022-01-24,142.750000,143.500000,140.630005,143.339996,142.139999,8062600
2022-01-25,141.000000,142.240005,139.500000,141.220001,141.220001,7835100
2022-01-26,142.089996,142.789993,140.720001,141.460007,141.460007,4136400
2022-01-27,142.570007,143.490005,141.589996,142.130005,142.130005,9206900
2022-01-28,142.600006,143.240005,141.660004,143.179993,143.179993,6853900
2022-01-31,142.990005,145.110001,142.699997,144.929993,144.929993,2539600
2022-02-01,145.000000,146.289993,144.600006,146.139999,146.139999,4779000
2022-02-02,146.850006,147.550003,146.300003,146.759995,146.759995,3925700
2022-02-03,146.000000,146.899994,145.649994,146.160004,146.160004,5062100
2022-02-04,146.440002,147.149994,145.910004,146.869995,146.869995,3130000
2022-02-07,147.119995,147.360001,145.750000,145.770004,145.770004,3793000
2022-02-08,146.380005,147.660004,146.110001,147.529999,147.529999,2963800
2022-02-09,148.000000,148.259995,146.139999,146.429993,146.429993,2586200
2022-02-10,145.809998,146.820007,145.380005,145.619995,145.619995,2329900
2022-02-11,145.589996,147.039993,145.300003,146.250000,146.250000,2858600
2022-02-14,146.000000,146.000000,144.160004,145.000000,145.000000,4944000
2022-02-15,145.949997,146.050003,144.610001,145.000000,145.000000,1637800
2022-02-16,144.759995,145.750000,144.509995,144.869995,144.869995,2717600
2022-02-17,144.419998,144.500000,141.410004,141.460007,141.460007,2904300
2022-02-18,141.500000,142.039993,140.570007,141.050003,141.050003,2147300
2022-02-22,140.470001,142.460007,140.259995,142.350006,142.350006,2845300
2022-02-23,142.000000,142.369995,139.860001,140.490005,140.490005,3810000
2022-02-24,135.380005,138.699997,135.380005,137.610001,137.610001,7836000
2022-02-25,139.000000,141.339996,138.240005,140.369995,140.369995,3658400
2022-02-28,138.419998,140.509995,138.059998,140.210007,140.210007,4802100
2022-03-01,139.899994,139.940002,136.919998,137.399994,137.399994,3673500
2022-03-02,137.649994,139.759995,137.550003,137.630005,137.630005,2960800
2022-03-03,138.039993,140.550003,137.990005,139.039993,139.039993,2825200
2022-03-04,138.000000,139.220001,137.119995,138.250000,138.250000,2369400
2022-03-07,138.009995,138.300003,135.750000,136.300003,136.300003,5158800
2022-03-08,136.210007,137.610001,134.490005,135.240005,135.240005,5323200
2022-03-09,137.070007,138.990005,136.779999,137.750000,137.750000,2298800
2022-03-10,137.100006,138.750000,136.899994,138.309998,138.309998,1974000
2022-03-11,138.399994,139.639999,138.009995,138.149994,138.149994,3352900
2022-03-14,138.869995,140.580002,137.970001,139.080002,139.080002,3689700
2022-03-15,null,null,null,null,null,null
